machine_id,vibration_x,vibration_y,temperature,current
M1,0.001265301142522805,0.0050326202592148855,45.658719524689126,6.0336749267107415
M2,0.00217741219890704,-0.003667392874824887,45.74615868813463,6.160294978406418
M3,-0.0038471167031018925,-0.0009561515541883718,47.5720210134113,7.971291750410746
M1,0.002651462268379678,0.0022336724053938313,45.2225433016664,5.95700298185119
M2,0.004610542170928502,0.0018940430217341628,45.61978258619778,5.989890903155629
M3,0.002625272568154581,-0.003123232265442482,47.350683153216366,7.597776011815296
M1,-0.0008185685094165634,0.00031580473328826034,45.73548897996399,5.917200581520932
M2,-0.0035946229796170815,0.0012537350310569998,46.14419152267822,6.0941658573974475
M3,0.002867514776678972,0.006707319545768416,47.49172679214549,7.622984906214479
M1,-0.002424133080429244,-0.004350339618479785,45.28688499308531,6.059494969226807
M2,0.004728560835042417,0.004523513971259849,45.423382289953814,6.054470212578326
M3,0.0021092847597542993,0.0031035955982291383,47.284246277156846,7.561731412557957
M1,0.0006833117005012832,0.0027114115564333915,45.23979653415836,5.815771324297466
M2,0.000189687456712392,0.006207228881967739,45.52816344165299,6.017483393640596
M3,0.0015170833751222048,0.002013543817238525,47.091200914204386,7.712397915916285
M1,0.0036745094395079555,-0.0014415126784962542,45.61649912406647,5.995390767960957
M2,-0.0023019031640233887,-0.002730612390019457,45.67060018522963,5.910764298814839
M3,-0.0029066380842039607,0.0007771008514887705,47.23755331815947,7.717544710035362
M1,-0.004887809290724833,-0.0005777766586064055,45.49309804062499,5.80895469755005
M2,0.0023956192478135937,-0.0015020501540368705,45.58121318257185,5.9282625134071525
M3,0.004411796473211107,0.0021547182690876115,46.95203446592027,7.8157355254240715
M1,0.00040319047887697344,0.002592640488211698,45.62276840329558,6.005601142003656
M2,0.0026580146250505753,-0.00156555395722249,45.52917995350176,6.086858793165189
M3,-0.0021324746947910186,0.004669764433420847,47.00995399533027,7.764403280432883
M1,0.0021664745087334354,0.0008969006332501847,45.33702090454734,6.116748831092831
M2,-0.005219278026199806,0.0022625700608198806,45.487939155144,5.933681687036429
M3,-0.001768578713537932,-0.0020214644833170597,47.31350107730951,7.683966026161007
M1,0.0002806381820161165,-0.0017275025119891279,45.20918821544304,5.951472996260625
M2,-0.003680512875403999,0.0037369971584013334,45.55868406336088,6.154708719814219
M3,0.0017771147409436402,-0.0005158030878139328,47.409589791984544,7.650068689286396
M1,0.00030087356390915977,0.004076822578263515,45.46275801138017,5.779425412629018
M2,0.0019520973964265913,0.003752715525999823,45.80602341684904,5.792746064994962
M3,0.0036827942033270406,0.0045274341420063645,47.15144422055139,7.654831623725529
M1,-6.030944352316596e-05,0.00485671196847145,45.714540001404536,5.810812972599993
M2,-0.006292918895945569,0.0054656142064377616,45.49466309289939,6.157256905588437
M3,-0.0028077590655331388,0.004633336838424612,47.19171001968351,7.802556272742522
M1,-0.00041321717261731336,0.004372225814319702,45.02301791745354,6.0121436638149515
M2,0.0008269985969963535,-0.0005586655753528364,45.59326090342637,6.163512596556062
M3,-0.001555700135189998,-0.0005781184867580218,47.05836113219477,7.822008088746385
M1,-0.003017054367586273,-0.0025182872081090427,45.48915147137174,6.004741398078151
M2,0.0038870398831463405,-0.00033075609695086745,45.40932148803153,5.949493042219872
M3,-0.0022823654950783175,0.0021584828170651445,47.25356559798866,7.536877467819968
M1,-5.9388935173447566e-05,-0.0017345387594940953,45.31165390751457,5.708280169373841
M2,-0.0036691327581921487,0.00252955378570766,45.76190971247014,6.0778929623850235
M3,0.003185181980358665,-0.0029614210838152036,47.07553064743564,7.64371989486628
M1,-0.0035528178104321244,-0.002532373261298307,45.557718185999825,5.8550834948313355
M2,-0.004185551017485324,0.0036304914284840902,45.31427641744193,5.892955169583992
M3,-0.0028190606750464107,0.002369657745083782,47.04659913969121,7.778164903293275
M1,0.0037354838962414933,0.0010589656101107625,45.52598528648497,5.897140764865835
M2,-0.003404683955802799,-0.0018276446134469445,45.697246244720056,6.042541073614811
M3,0.007180305407000666,-0.0023226061788493403,47.4033288011507,7.681720490329051
M1,0.006937540176343386,0.004459333753775205,45.43692351662268,5.706445667443849
M2,0.006252614886197877,0.006281047465966352,45.3475669921167,6.032641176815815
M3,-0.0020571552820797226,0.001648799397008773,47.24860661495279,7.762311611762642
M1,-0.004626611702723657,-0.0024233632988506716,45.25687891821377,5.900656933172723
M2,0.004459688468493334,-0.0013329014019754415,45.8240888348944,5.956251630268185
M3,0.004279009831580941,-0.0018337663030381852,47.31730937271534,7.7527848345994625
M1,-0.0011870125078629248,0.002621079864409284,45.395574751624856,5.980366507100078
M2,-0.002022619840187525,0.006759947729731831,45.64673297337149,6.060732844212436
M3,0.0011726224955356914,-0.003430622733908441,47.35022755750631,7.6287843424419135
M1,-0.0011998321483440827,0.002075611155563203,45.602289497886176,6.129961236359298
M2,0.0007718060794002221,-0.0020396135501975316,45.11692199463066,6.06029238362669
M3,0.0001298736894186599,0.003515310072064807,47.10104071629158,7.724603455165421
M1,0.0011558360568851725,0.003127589842523063,45.772036005483145,5.808780793412646
M2,-0.004370920671298916,0.00033384919560581735,45.71978296015256,6.04991838325481
M3,-0.004581161013951959,0.00413906214429551,47.348722660061945,7.652489468844061
M1,0.00019116999992918441,0.0025745740532635503,45.507261885025365,6.001761225405887
M2,-0.004179991788814148,0.0014998413286102978,45.34285008544905,5.927289079179008
M3,0.0002190280182939268,-0.0027474017333218473,47.22385768192954,7.80449157886247
M1,-0.002750942746905648,0.003658622547755014,45.627552403521314,5.921001722066279
M2,-0.0002849923803984506,0.004098952308097707,45.709813483240346,6.118051122156529
M3,-0.0020561733333593953,-0.004454870376262483,47.39088873056692,7.602288211834644
M1,-0.00149251675858832,0.001809713647977896,45.1733262837742,5.833518686175776
M2,0.007094328608216778,0.0034262058960266863,45.67895512278495,5.96964362880733
M3,-0.0017974319166046315,0.000502751247788989,47.20087276142693,7.751519428826102
M1,-0.0029240446359021822,-0.0018474818663283543,45.441826802539104,5.886364207457218
M2,0.001818459034234034,9.505253418881936e-05,45.40197329022583,6.145032077966602
M3,0.004009066583846094,0.0030006394590095676,47.32000867640202,7.587403231858703
M1,-0.0023860706058396485,0.0025966491686784748,45.42201840169737,5.987094550897981
M2,0.009818079701704601,0.0015093272929277235,45.25147526252645,6.047351404174033
M3,-0.003883623435579522,0.005635280174581705,47.586684160441266,7.805296426201057
M1,0.0006270970256378626,-9.917774288354232e-05,45.50974302307298,5.882838424256551
M2,-0.006362958242983393,0.0021531329985391813,45.439488014313916,6.1593490351591
M3,-0.0031583369496862605,-0.0022544371559509646,47.096102929898116,7.554576364781625
M1,-0.0013040047766869841,-0.0050840109856800765,45.22106334006761,5.986112047076211
M2,0.0013047588933836273,-0.00014610312370588502,45.543550613935345,6.101530888321065
M3,-0.004870423252815322,0.0002816750611771033,47.48657260688083,7.479617688951091
M1,0.001836971793418311,0.0003478040284411063,45.753553236565814,5.905586846704138
M2,-0.005127678947761328,0.005284321072274873,45.193392724934725,5.99730118625569
M3,0.0045548262578798,0.002110003712869448,46.91470656272132,7.7491321994592095
M1,-0.0008249595390603419,0.0005099687738506285,45.35436434303656,6.111221484575996
M2,0.0036084227905268315,-0.004619319799361546,45.2101444056912,6.04482896954575
M3,0.002508824088925895,-0.0042922710214624,46.983611420511,7.623255093839827
M1,-0.0037970210053615413,0.003351294899091281,45.58260295302285,5.9599789835646835
M2,-0.0020573174370803796,0.0007199595227994611,45.502579746797046,5.971167853764611
M3,0.0034796335243234273,0.0050539541251252255,47.343376651482444,7.725373482494021
M1,-0.005578254681921981,0.002683449916773901,45.702649316190914,5.940380244426409
M2,-0.001547786318568116,-0.0011389912199960116,45.471084772820554,5.848150646960515
M3,-0.002779222206643499,0.0003561284423635343,47.269711708490185,7.733747834236278
M1,-0.005507744555259872,-8.088891194876747e-05,45.26448704572434,5.944151573169294
M2,-0.0015368842632042332,-0.0015847763753973375,45.683863774276624,5.934358391980837
M3,-0.004572561091313927,0.0030640020248049724,47.28984959777985,7.777221434325764
M1,0.0013481765131942427,0.0006928121539082964,45.488230065874255,5.907776166360145
M2,0.0010301720178895793,0.0020864890362684296,45.13171175584538,6.04110256683727
M3,-0.0009030778602525611,0.0003431555655240429,47.61611953231571,7.822881429119099
M1,0.0029771723741399054,0.0029221797762161274,45.56236707235129,5.9934049628855055
M2,-0.0005659306114411586,-0.00016059722465465486,45.39362215644397,6.070103531883129
M3,-0.0018319375523892809,0.004385411452858991,47.315820321158476,7.867120818654855
M1,-0.0006020696050106907,0.004147510874460447,45.16310772971773,6.039461317994376
M2,-0.0015287219902434986,-0.002311289874278529,45.97069125613808,5.995575207163629
M3,0.0020521428413793528,0.0028246301197331716,47.18999730561279,7.617036228568362
M1,-0.00045231957414697466,2.7531094538753797e-05,45.58706993893053,5.962264987660462
M2,-0.004573783577529161,-0.0007748355701045248,45.52596307452379,6.145079678778461
M3,0.0003042502866045936,-0.0026076314516273722,47.346071514625145,7.671062952734156
M1,-0.003441978169575392,-0.0015334609588352833,45.60696369665446,5.870062314646421
M2,-0.005911067395259907,0.006519723459674016,45.50550255321208,6.1306878978077055
M3,-0.003394282908745533,-0.0017666054950264327,47.24221288300372,7.645573982146513
M1,-0.0014985886156362379,0.0014485542111390204,45.58415975161686,5.835375661405159
M2,-0.002559009176064809,-0.0017119272951342961,45.27080830225182,6.18483183679165
